channel,date,time,name
"Първа програма",1991-04-16,22:30,"Поп рок шоу"
"Първа програма",1991-04-16,23:00,"23 часа Изберете"
"Ефир 2",1992-10-01,16:45,"Откриване на програмата"
"Ефир 2",1992-10-01,16:50,"Днес с Албена Димитрова"
"Ефир 2",1992-10-01,17:00,"Премиера на Ефир 2: Свидетелска телевизия -""Очевидците"" на Румяна Червенкова за политиката, бизнесновинн, екоинформация и спорт - в същия час"
"Ефир 2",1992-10-01,18:00,"Мезонетът - френска семейна комедия в 18 серии, I епизод, първо излъчване"
"Ефир 2",1992-10-01,18:25,"Свидетелска телевизия ""Очевидците"" на Румяна Червенкова - пряко включване"
"Ефир 2",1992-10-01,18:35,"Въртележка - дванайсетсериен детски тв филм (Мексико. 1989 г ). I епизод, първо излъчване"
"Ефир 2",1992-10-01,19:30,"Днес - централна информационна емпсия с Милен Минчев"
"Ефир 2",1992-10-01,20:00,"Война на световете - екшън - Фантастика в 14 серии (САЩ, 1988 г.)."
"Ефир 2",1992-10-01,21:30,Шок
"Ефир 2",1992-10-01,22:00,"Днес + с Емилия Иванова"
"Ефир 2",1992-10-01,22:30,"Тв справочник 2"
"Ефир 2",1992-10-01,22:35,"Десета муза: ""Десетият нелегален"" - италиански филм с Доминик Санда"
